"","created_at","screen_name","text","source","is_quote","is_retweet","favorite_count","retweet_count","quoted_screen_name","retweet_screen_name","status_url","place_full_name"
"MichaelBennet.50",2019-06-02 14:09:56,"MichaelBennet","On #NationalCancerSurvivorsDay, celebrating everyone who has bravely fought this disease &amp; also encouraging others to get screened. I would never have known I had prostate cancer without a screening &amp; will keep fighting so every American has access to preventative care. #NCSD2019 https://t.co/c4o5kbnU7e","Twitter Web Client",TRUE,FALSE,67,14,"SurvivorsDay",NA,"https://twitter.com/MichaelBennet/status/1135186793584873474",NA
"MichaelBennet.51",2019-06-02 12:52:37,"MichaelBennet","Coming up on @ThisWeekABC: 
<U+2714> Virginia Beach Police Chief Jim Cervera
<U+2714> @MichaelBennet
<U+2714> @RepAdamSchiff
<U+2714> @Jim_Jordan
And @lanheechen, @jrpsaki, @matthewjdowd and @rachaelmbade join the roundtable
Plus, @MarthaRaddatz interviews @JZarif
https://t.co/3Tw5genJRa https://t.co/a40MXxgDJs","Twitter Web Client",FALSE,TRUE,0,4,NA,"ABCPolitics","https://twitter.com/MichaelBennet/status/1135167336183455744",NA
"MichaelBennet.52",2019-06-01 21:31:02,"MichaelBennet","Kids like her are why I<U+2019>m running. Her job is to be a kid. Our job is to build a better future for her. https://t.co/Eggy0grAVT","Twitter for iPhone",FALSE,FALSE,132,19,NA,NA,"https://twitter.com/MichaelBennet/status/1134935411015528450",NA
"MichaelBennet.53",2019-06-01 19:34:57,"MichaelBennet","Exceptional food &amp; service at @Kikischicken. Loved the fish and grits. Congratulations and good luck with the opening of your second location! https://t.co/nNOKqz4i0U","Twitter for iPhone",FALSE,FALSE,23,5,NA,NA,"https://twitter.com/MichaelBennet/status/1134906194890502144","kiki's Chicken and Waffles"
"MichaelBennet.54",2019-06-01 19:15:05,"MichaelBennet","Thank you to these faith and community leaders who were kind enough to gather on this Saturday afternoon with me. Grateful for both the time and wisdom you shared. https://t.co/LU8POJuR0k","Twitter for iPhone",FALSE,FALSE,37,11,NA,NA,"https://twitter.com/MichaelBennet/status/1134901198031638530",NA
"MichaelBennet.55",2019-06-01 18:21:15,"MichaelBennet","Some call this proposal unrealistic, but that's exactly the problem. Politicians shouldn't get to sellout the American people for a payday. We have to slam the revolving door shut<U+2014>once and for all.
https://t.co/bCQNGnGv7l","Twitter for iPhone",FALSE,FALSE,50,18,NA,NA,"https://twitter.com/MichaelBennet/status/1134887651360858115",NA
"MichaelBennet.56",2019-06-01 18:02:02,"MichaelBennet","Another throwback, this time to 2016. When lawmakers become lobbyists, the American people think they went to Washington just to get rich. We need to change that reality and focus on serving the public. https://t.co/X3Sam2BxzQ","Twitter Web Client",FALSE,FALSE,69,23,NA,NA,"https://twitter.com/MichaelBennet/status/1134882815114383360",NA
"MichaelBennet.57",2019-06-01 17:48:53,"MichaelBennet","Throwback circa 2010. We<U+2019>ve gained momentum since then, with bipartisan cosponsors like @jontester. Glad that @AOC @TedCruz @brianschatz are on board with banning Members of Congress from ever becoming lobbyists too. https://t.co/MhMRJLYAx1","Twitter Web Client",FALSE,FALSE,120,31,NA,NA,"https://twitter.com/MichaelBennet/status/1134879505808601093",NA
"MichaelBennet.58",2019-06-01 17:45:53,"MichaelBennet","For nearly a decade, I<U+2019>ve led a bill to ban Members of Congress from ever becoming lobbyists. I<U+2019>m thrilled so many others are now joining this effort. Together, we can finally begin to fix our broken politics. https://t.co/i9Pq8cCUEu","Twitter Web Client",TRUE,FALSE,283,83,"pkcapitol",NA,"https://twitter.com/MichaelBennet/status/1134878749630054400",NA
"MichaelBennet.59",2019-06-01 16:58:13,"MichaelBennet","I really enjoyed breakfast Senator and look forward to seeing more of your brand of leadership in South Carolina. https://t.co/19Q4nUtEXW","Twitter for iPhone",FALSE,TRUE,0,13,NA,"SteveBenjaminSC","https://twitter.com/MichaelBennet/status/1134866751760543744",NA
"MichaelBennet.60",2019-06-01 16:37:22,"MichaelBennet","Walking through Soda City this morning on my way to Blue Flour Bakery. Amazing to see so many people supporting local small businesses. #SodaCity #SC2020 https://t.co/DzCNDRROyw","Twitter for iPhone",FALSE,FALSE,37,6,NA,NA,"https://twitter.com/MichaelBennet/status/1134861504963125248","South Carolina, USA"
"MichaelBennet.61",2019-06-01 15:27:31,"MichaelBennet","A great way to start the day in Columbia with @SteveBenjaminSC. As someone who has worked in city government, I have a lot of respect for his local leadership<U+2014>doubling the economy and bringing the community together over the last decade. https://t.co/SFkkXKFnht","Twitter for iPhone",FALSE,FALSE,50,8,NA,NA,"https://twitter.com/MichaelBennet/status/1134843927796862976",NA
"MichaelBennet.62",2019-06-01 14:13:16,"MichaelBennet","If you missed it this week, I had my first live #CNNTownHall. You can see the recap at the link below, and reply with any questions you still want answered <U+0001F447><U+0001F3FC>

https://t.co/wlM3cfF6rz https://t.co/RKU17RXzgn","Twitter for iPhone",FALSE,FALSE,59,21,NA,NA,"https://twitter.com/MichaelBennet/status/1134825240956215296",NA
"MichaelBennet.63",2019-06-01 13:31:31,"MichaelBennet","I'm so glad you came to my first SC event, @z_blackburn. And I'm even more grateful for your question about inequities in education. We should be building a 21st century education system that liberates kids from economic inequality, not enforces it. https://t.co/r14ECvb6IH","Twitter Web Client",TRUE,FALSE,76,9,"z_blackburn",NA,"https://twitter.com/MichaelBennet/status/1134814737345273856",NA
"MichaelBennet.64",2019-06-01 00:20:23,"MichaelBennet","Grateful to Don and Carol for opening their home and hosting our first event in South Carolina <U+2014> the first of many! https://t.co/6th5ahNIue","Twitter for iPhone",TRUE,FALSE,61,12,"jslovegrove",NA,"https://twitter.com/MichaelBennet/status/1134615642089435136",NA
"MichaelBennet.65",2019-05-31 23:01:53,"MichaelBennet","Trump is a climate denier, and for the sake of our planet<U+2019>s future, we need to make him a one-term president. #ActOnClimate #ClimateCrisis https://t.co/M2R1XPyIGa","Twitter Media Studio",FALSE,FALSE,153,41,NA,NA,"https://twitter.com/MichaelBennet/status/1134595883490729986",NA
"MichaelBennet.66",2019-05-31 22:31:52,"MichaelBennet","Excited to be in South Carolina...we<U+2019>re just getting started here in Columbia! https://t.co/5jQh0K2M0V","Twitter for iPhone",FALSE,FALSE,55,11,NA,NA,"https://twitter.com/MichaelBennet/status/1134588330379743238",NA
"MichaelBennet.67",2019-05-31 19:26:18,"MichaelBennet","Mueller<U+2019>s report was clear: Russia interfered in our elections. Now @senatemajldr McConnell is blocking safeguards to protect our future elections, putting party ahead of country. 
 
McConnell<U+2019>s obstructionism is simply disgraceful.
https://t.co/oj4XNcpE9U","Twitter Web Client",FALSE,FALSE,165,67,NA,NA,"https://twitter.com/MichaelBennet/status/1134541630243975169",NA
"MichaelBennet.68",2019-05-31 16:03:28,"MichaelBennet","Thank you to everyone who joined us for last night<U+2019>s #CNNTownHall. Have any questions that didn<U+2019>t get answered? Ask in the replies! https://t.co/iM3t8sXNzC","Twitter Media Studio",FALSE,FALSE,97,22,NA,NA,"https://twitter.com/MichaelBennet/status/1134490587032240128",NA
"MichaelBennet.69",2019-05-31 15:31:21,"MichaelBennet","Like most Americans, I don't accept that our economy and our politics are too broken to fix. <U+2192> https://t.co/FQ3k3IQraf","Twitter for iPhone",TRUE,FALSE,54,10,"CNN",NA,"https://twitter.com/MichaelBennet/status/1134482503698472962",NA
"MichaelBennet.70",2019-05-31 15:28:36,"MichaelBennet","Thanks @MichaelBennet for calling for #ClimateActionNow. We are already dealing with the impacts in communities across country and our next president must make this a top priority. #ChangeTheClimate2020 #CNNTownHall 
https://t.co/0OJff6rjYY","Twitter for iPhone",FALSE,TRUE,0,7,NA,"LCVoters","https://twitter.com/MichaelBennet/status/1134481813492195328",NA
"MichaelBennet.71",2019-05-31 05:33:04,"MichaelBennet","Democratic presidential candidate Michael Bennet says ""everybody in America"" needs to work together to combat climate change #CNNTownHall https://t.co/uJDZXqrtVN https://t.co/juqRVRAXPx","Twitter for iPhone",FALSE,TRUE,0,20,NA,"CNNPolitics","https://twitter.com/MichaelBennet/status/1134331941052919814",NA
"MichaelBennet.72",2019-05-31 04:13:16,"MichaelBennet","Instead of taking insurance away from people, let<U+2019>s finish what Obamacare started and provide everyone the choice of buying into a public option. That<U+2019>s how we<U+2019>ll reach universal coverage.  #MedicareX #CNNTownHall https://t.co/GszsZBiFFI","Twitter Media Studio",FALSE,FALSE,180,45,NA,NA,"https://twitter.com/MichaelBennet/status/1134311857961877504",NA
"MichaelBennet.73",2019-05-31 03:10:11,"MichaelBennet","Let<U+2019>s start with the facts: Michael is not on a government plan. He<U+2019>s fortunate to be covered by his wife<U+2019>s private insurance. 
- Team Bennet https://t.co/9FopYinzJu","Twitter for iPhone",TRUE,FALSE,367,63,"People4Bernie",NA,"https://twitter.com/MichaelBennet/status/1134295986111754240",NA
"MichaelBennet.74",2019-05-31 02:53:53,"MichaelBennet","There was a time after WWII when we had the wind at our back and decided we would invest in public education. We<U+2019>ve stopped doing that, and it<U+2019>s disgraceful. Every child in America should have access to high-quality preschool, K-12, and some form of higher education. #CNNTownHall","Twitter Web Client",FALSE,FALSE,357,71,NA,NA,"https://twitter.com/MichaelBennet/status/1134291881821650944",NA
"MichaelBennet.75",2019-05-31 02:51:48,"MichaelBennet","Watching @MichaelBennet on CNN Townhall. I<U+2019>d never seen him expound on issues and had hardly heard him talk on much of anything before. He<U+2019>s coming across as knowledgeable, pragmatic, affable. 24 candidates seems coo-koo crazy to me. But this guy<U+2019>s voice will make field better.","Twitter Web Client",FALSE,TRUE,0,241,NA,"ananavarro","https://twitter.com/MichaelBennet/status/1134291358955573248",NA
